#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  60
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  60
#! SET periodic_psi true
   -3.141592654   -3.141592654  -22.262549203  -43.479601027   16.043953708
   -3.036872898   -3.141592654  -26.570542445  -38.329319819   17.279150156
   -2.932153143   -3.141592654  -30.225042514  -31.250153556   17.938828376
   -2.827433388   -3.141592654  -33.091215149  -23.403393285   18.299116272
   -2.722713633   -3.141592654  -35.110312034  -15.038342317   18.692056717
   -2.617993878   -3.141592654  -36.215395701   -5.935198185   19.378226644
   -2.513274123   -3.141592654  -36.341882147    3.482373071   20.434390175
   -2.408554368   -3.141592654  -35.531471553   11.600952264   21.719502422
   -2.303834613   -3.141592654  -34.032863808   16.322860105   22.944463734
   -2.199114858   -3.141592654  -32.269674167   16.650899550   23.829579876
   -2.094395102   -3.141592654  -30.662903846   13.660063097   24.245926844
   -1.989675347   -3.141592654  -29.430543519    9.954808640   24.284192941
   -1.884955592   -3.141592654  -28.511670103    7.932608880   24.180388856
   -1.780235837   -3.141592654  -27.668991303    8.492037294   24.210015295
   -1.675516082   -3.141592654  -26.659479838   10.961391202   24.553860819
   -1.570796327   -3.141592654  -25.347526134   14.045489384   25.251236752
   -1.466076572   -3.141592654  -23.719143875   16.920268016   26.187495353
   -1.361356817   -3.141592654  -21.810923153   19.428139056   27.111529423
   -1.256637061   -3.141592654  -19.649750768   21.745339054   27.660046845
   -1.151917306   -3.141592654  -17.248125353   24.024473028   27.409514652
   -1.047197551   -3.141592654  -14.622862195   25.961742787   25.993734855
   -0.942477796   -3.141592654  -11.843063755   26.869064099   23.269967051
   -0.837758041   -3.141592654   -9.055101575   26.023657240   19.433075957
   -0.733038286   -3.141592654   -6.460358519   23.117765542   14.995471915
   -0.628318531   -3.141592654   -4.261514492   18.636685576   10.615445476
   -0.523598776   -3.141592654   -2.576228949   13.482943666    6.854670973
   -0.418879020   -3.141592654   -1.419018120    8.719230795    4.016867837
   -0.314159265   -3.141592654   -0.709304663    5.003003082    2.129933286
   -0.209439510   -3.141592654   -0.324339812    2.505616431    1.008968398
   -0.104719755   -3.141592654   -0.146685084    0.969171334    0.402800619
    0.000000000   -3.141592654   -0.100375243   -0.054062265    0.067680368
    0.104719755   -3.141592654   -0.157752889   -1.114762017   -0.193114099
    0.209439510   -3.141592654   -0.348856735   -2.700808718   -0.553379610
    0.314159265   -3.141592654   -0.751434926   -5.174386834   -1.181752839
    0.418879020   -3.141592654   -1.465097791   -8.593294910   -2.260380445
    0.523598776   -3.141592654   -2.565544839  -12.404765355   -3.931968974
    0.628318531   -3.141592654   -4.033830081  -15.363528386   -6.220320400
    0.733038286   -3.141592654   -5.697617868  -15.882979912   -8.940653240
    0.837758041   -3.141592654   -7.233832768  -12.822535738  -11.670741684
    0.942477796   -3.141592654   -8.260637955   -6.306044060  -13.832788866
    1.047197551   -3.141592654   -8.489602163    2.040640963  -14.882416771
    1.151917306   -3.141592654   -7.856359767    9.737350005  -14.525951435
    1.256637061   -3.141592654   -6.549490229   14.636701897  -12.850785470
    1.361356817   -3.141592654   -4.920232266   15.881187522  -10.291725178
    1.466076572   -3.141592654   -3.331438026   14.057963978   -7.450040034
    1.570796327   -3.141592654   -2.033046427   10.597643957   -4.866288237
    1.675516082   -3.141592654   -1.118025916    6.941065338   -2.863054009
    1.780235837   -3.141592654   -0.554352319    3.985383284   -1.512990393
    1.884955592   -3.141592654   -0.250175475    1.989003358   -0.712020014
    1.989675347   -3.141592654   -0.111866502    0.763806420   -0.280149246
    2.094395102   -3.141592654   -0.077530865   -0.098996444   -0.037134518
    2.199114858   -3.141592654   -0.134123821   -1.100581796    0.176352253
    2.303834613   -3.141592654   -0.329349595   -2.807453383    0.509597376
    2.408554368   -3.141592654   -0.771687441   -5.926156596    1.131305958
    2.513274123   -3.141592654   -1.640939071  -11.034071867    2.210414196
    2.617993878   -3.141592654   -3.161003971  -18.309589460    3.876423448
    2.722713633   -3.141592654   -5.532268616  -27.103980194    6.138256496
    2.827433388   -3.141592654   -8.837875995  -35.836500002    8.827498339
    2.932153143   -3.141592654  -12.963072049  -42.416524423   11.616114110
    3.036872898   -3.141592654  -17.585795993  -45.130669986   14.120961569

   -3.141592654   -3.036872898  -20.433174500  -41.581003614   18.448331143
   -3.036872898   -3.036872898  -24.580251137  -37.137686417   20.248861793
   -2.932153143   -3.036872898  -28.138924198  -30.565687185   21.411932024
   -2.827433388   -3.036872898  -30.946279506  -22.912214172   22.194590783
   -2.722713633   -3.036872898  -32.911423469  -14.464069985   22.867823713
   -2.617993878   -3.036872898  -33.946014869   -5.160498956   23.565778484
   -2.513274123   -3.036872898  -33.983175450    4.389048239   24.244600291
   -2.408554368   -3.036872898  -33.078094330   12.470974783   24.783767897
   -2.303834613   -3.036872898  -31.496777490   17.016894093   25.143788728
   -2.199114858   -3.036872898  -29.671654794   17.143615393   25.439631153
   -2.094395102   -3.036872898  -28.021032883   14.026859809   25.854516053
   -1.989675347   -3.036872898  -26.752584223   10.293301134   26.497051738
   -1.884955592   -3.036872898  -25.796575652    8.318152913   27.303814590
   -1.780235837   -3.036872898  -24.910006016    8.947839652   28.114823796
   -1.675516082   -3.036872898  -23.849394440   11.481791657   28.765276998
   -1.570796327   -3.036872898  -22.481463805   14.585886766   29.174496647
   -1.466076572   -3.036872898  -20.799744384   17.374044931   29.309767786
   -1.361356817   -3.036872898  -18.856907111   19.595501278   29.105159137
   -1.256637061   -3.036872898  -16.706150158   21.329660912   28.409674055
   -1.151917306   -3.036872898  -14.393209959   22.700791360   27.003866051
   -1.047197551   -3.036872898  -11.964397450   23.518111323   24.690447314
   -0.942477796   -3.036872898   -9.498713658   23.349810513   21.429201852
   -0.837758041   -3.036872898   -7.121598258   21.783517071   17.432342403
   -0.733038286   -3.036872898   -4.984573676   18.729368012   13.143684776
   -0.628318531   -3.036872898   -3.227383648   14.680387133    9.105838597
   -0.523598776   -3.036872898   -1.915343012   10.357045576    5.753187271
   -0.418879020   -3.036872898   -1.036013996    6.546132518    3.293883274
   -0.314159265   -3.036872898   -0.508881225    3.661161521    1.698227214
   -0.209439510   -3.036872898   -0.231316794    1.760901809    0.768209336
   -0.104719755   -3.036872898   -0.111681831    0.572426081    0.263765663
    0.000000000   -3.036872898   -0.098396189   -0.312603931   -0.035904716
    0.104719755   -3.036872898   -0.183439236   -1.405659306   -0.308541105
    0.209439510   -3.036872898   -0.414035216   -3.180015052   -0.707466703
    0.314159265   -3.036872898   -0.884326075   -6.010840431   -1.375407010
    0.418879020   -3.036872898   -1.711191314   -9.938223639   -2.456322667
    0.523598776   -3.036872898   -2.983018721  -14.334875028   -4.044949453
    0.628318531   -3.036872898   -4.681450826  -17.798664434   -6.124523817
    0.733038286   -3.036872898   -6.614898663  -18.531464745   -8.511309038
    0.837758041   -3.036872898   -8.419302639  -15.206053881  -10.849880222
    0.942477796   -3.036872898   -9.658071183   -7.885526076  -12.683360568
    1.047197551   -3.036872898   -9.991344508    1.675585978  -13.587519022
    1.151917306   -3.036872898   -9.326179271   10.701310729  -13.320717314
    1.256637061   -3.036872898   -7.857731277   16.692558552  -11.923833207
    1.361356817   -3.036872898   -5.977080301   18.531456379   -9.716972085
    1.466076572   -3.036872898   -4.104550594   16.738212562   -7.185169750
    1.570796327   -3.036872898   -2.543925323   12.870712603   -4.804769739
    1.675516082   -3.036872898   -1.422249541    8.600428695   -2.896490163
    1.780235837   -3.036872898   -0.717076629    5.042915642   -1.568203906
    1.884955592   -3.036872898   -0.327684985    2.586816843   -0.756016430
    1.989675347   -3.036872898   -0.142799577    1.081999004   -0.306080820
    2.094395102   -3.036872898   -0.082114889    0.107174371   -0.050542756
    2.199114858   -3.036872898   -0.115783833   -0.850584763    0.169036849
    2.303834613   -3.036872898   -0.275303839   -2.349492348    0.509590929
    2.408554368   -3.036872898   -0.650776424   -5.080575454    1.149566658
