   3.9473467777   -0.4426207227    1.6525712340
   5.2818044316    1.4426246125   -0.1660821139
   4.6152827459    2.1949720696   -0.1660821139
   3.9473467777   -0.4426207227   -1.9847354619
   2.2405495553   -0.3761208676    1.9397744252
   1.7155495553    0.5332058064   -1.9788789227
   2.2405495553   -0.3761208676   -2.2602255748
   2.1871971676   -1.7007940823    1.8424683908
   3.2371971676   -1.7007940823    1.5611217387
   2.7121971676   -2.6101207562    1.5611217387
   3.2371971676   -1.7007940823   -2.0761849572
   2.7121971676   -2.6101207562   -2.0761849572
   2.1871971676   -1.7007940823   -2.3575316092
   0.9738471219   -2.1937598495    1.8762266335
   0.4488471219   -3.1030865234    1.5948799815
   1.4988471219   -3.1030865234    1.5948799815
   0.7150257648   -3.9939019286    0.8262266335
   1.7293430260   -3.8480651232    0.8262266335
   0.2291768591   -4.1572939591   -0.2237733665
   1.2269741504   -4.2784484851   -0.2237733665
   2.1667830900   -3.9220259678   -0.2237733665
   0.7150257648   -3.9939019286   -1.2737733665
   1.7293430260   -3.8480651232   -1.2737733665
  -0.0761528781   -2.1937598495   -2.0424267144
   0.4488471219   -3.1030865234   -2.0424267144
   1.4988471219   -3.1030865234   -2.0424267144
   0.9738471219   -2.1937598495   -2.3237733665
   0.1902999744   -1.1070767440    2.0047415736
   1.2402999744   -1.1070767440    1.7233949216
  -0.3347000256   -0.1977500701    1.7233949216
  -0.3347000256   -2.0164034180    1.7233949216
  -0.3347000256   -0.1977500701   -1.9139117743
  -0.3347000256   -2.0164034180   -1.9139117743
   0.1902999744   -1.1070767440   -2.1952584264
   0.9237064419    0.0337134342    2.0477212503
  -0.1262935581    0.0337134342    1.7663745982
   1.4487064419   -0.8756132398    1.7663745982
   1.4487064419    0.9430401082   -1.8709320977
  -0.1262935581    0.0337134342   -1.8709320977
   0.9237064419    0.0337134342   -2.1522787497
   0.3419012507    1.3359061642    2.1812096703
   1.3919012507    1.3359061642    1.8998630183
  -0.1830987493    2.2452328382    1.8998630183
  -0.1830987493    0.4265794902    1.8998630183
   1.3919012507    1.3359061642   -1.7374436776
  -0.1830987493    2.2452328382   -1.7374436776
   0.3419012507    1.3359061642   -2.0187903297
   0.9458613941    2.3740714808    2.0846466432
   1.9258613941    2.3740714808    1.8220564347
   1.4358613941    3.2227763765    1.8220564347
   0.4558613941    3.2227763765    1.8220564347
   2.3190947618    3.3717839233    1.1046466432
   1.4703898661    3.9884041237    1.1046466432
   0.4213329221    3.9884041237    1.1046466432
   2.6432711855    3.3540714808    0.1246466432
   1.9258613941    4.0714812722    0.1246466432
   0.9458613941    4.3340714808    0.1246466432
   2.3190947618    3.3717839233   -0.8553533568
   1.4703898661    3.9884041237   -0.8553533568
   0.4213329221    3.9884041237   -0.8553533568
   1.9258613941    2.3740714808   -1.5727631482
   1.4358613941    3.2227763765   -1.5727631482
   0.4558613941    3.2227763765   -1.5727631482
   0.9458613941    2.3740714808   -1.8353533568
  -1.0495911426    1.2706714740    2.2579545135
  -0.5245911426    2.1799981480    1.9766078614
  -0.5245911426    0.3613448001    1.9766078614
  -0.5245911426    2.1799981480   -1.6606988345
  -2.0995911426    1.2706714740   -1.6606988345
  -0.5245911426    0.3613448001   -1.6606988345
  -1.0495911426    1.2706714740   -1.9420454865
  -1.8235199163    0.1150693028    2.2159890922
  -0.7735199163    0.1150693028    1.9346424402
  -2.3485199163   -0.7942573711    1.9346424402
  -0.7735199163    0.1150693028   -1.7026642557
  -2.3485199163    1.0243959768   -1.7026642557
  -1.8235199163    0.1150693028   -1.9840109078
  -3.0183072115    0.1732793593    2.1509894661
  -3.5083072115    1.0219842550    1.8883992575
  -3.9983072115    0.1732793593    1.8883992575
  -3.5083072115   -0.6754255364    1.8883992575
  -4.3915405792    1.1709918018    1.1709894661
  -4.7157170029    0.1732793593    1.1709894661
  -4.3915405792   -0.8244330832    1.1709894661
  -3.9983072115    1.8706891507    0.1909894661
  -4.7157170029    1.1532793593    0.1909894661
  -4.9783072115    0.1732793593    0.1909894661
  -4.7157170029   -0.8067206407    0.1909894661
  -3.9983072115   -1.5241304321    0.1909894661
  -4.3915405792    1.1709918018   -0.7890105339
  -4.7157170029    0.1732793593   -0.7890105339
  -4.3915405792   -0.8244330832   -0.7890105339
  -3.5083072115    1.0219842550   -1.5064203253
  -3.9983072115    0.1732793593   -1.5064203253
  -3.5083072115   -0.6754255364   -1.5064203253
  -3.0183072115    0.1732793593   -1.7690105339
  -1.1762326533   -1.0878252435    2.0865570275
  -0.6512326533   -1.9971519175    1.8052103754
  -0.6512326533   -0.1784985695   -1.8320963205
  -0.6512326533   -1.9971519175   -1.8320963205
  -1.1762326533   -1.0878252435   -2.1134429725
  -0.9291398776   -2.3044094746    1.7606434612
  -2.2379612347   -4.1045515538    0.9919901132
  -4.0181176942   -2.8069723696   -0.0580098868
  -3.5510124488   -3.6969670569   -0.0580098868
  -2.7238101404   -4.2679435843   -0.0580098868
  -0.9291398776   -2.3044094746   -1.8766632347
  -1.4541398776   -3.2137361486   -1.8766632347
  -0.7515188752    2.5192570584    2.1155929087
  -1.2765188752    3.4285837324    2.1155929087
  -2.0603402323    4.3193991375    1.3469395607
  -2.5461891380    4.4827911680    0.2969395607
  -3.3733914464    3.9118146407    0.2969395607
  -3.8404966918    2.0166941634    0.2969395607
  -2.0603402323    4.3193991375   -0.7530604393
  -0.7515188752    2.5192570584   -1.5217137872
  -1.2765188752    3.4285837324   -1.5217137872
   5.2801872178   -0.1670423408    1.0945662371
   4.5978558558   -1.1061908914    1.0945662371
   5.8904829414   -0.1670423408    0.2545662371
   5.5166746138    0.8599875984    0.2545662371
   4.5701587019   -1.7405434966    0.2545662371
   5.5166746138   -1.1940722801    0.2545662371
   5.8904829414   -0.1670423408   -0.7837308640
   5.5166746138    0.8599875984   -0.7837308640
   5.5166746138   -1.1940722801   -0.7837308640
   5.2801872178   -0.1670423408   -1.6237308640
   4.5978558558   -1.1061908914   -1.6237308640
   4.6050624441    2.1865076871   -0.4747930012
   3.6585465322    2.7329789036   -0.4747930012
   4.9788707717    1.1594777479   -1.5130901023
   4.6050624441    2.1865076871   -1.5130901023
   3.6585465322    2.7329789036   -1.5130901023
