LAMMPS data file via write_data, version 15 Sep 2022, timestep = 3000000

360 atoms
2 atom types

0 6.69432950082169 xlo xhi
0 6.69432950082169 ylo yhi
0 6.69432950082169 zlo zhi

Masses

1 1
2 1

Pair Coeffs # lj/cut

1 1 1
2 0.5 0.88

Atoms # atomic

234 1 0.489214767042026 0.5732413883413926 1.1567076632673419 2 1 1
293 2 1.2917514345234546 1.5591627096776006 0.3723652692656754 0 2 4
99 1 0.778308657078222 0.7232774814981572 0.1045394556450258 3 0 -1
330 2 0.028729558872380576 0.9285261973209655 0.5075087907086587 -2 0 2
123 1 1.5608087849597276 0.9362588118196576 0.8085771949107007 -1 -1 0
47 1 1.3279195415233744 0.14957775630368383 1.6233803958921351 -1 1 -1
240 1 2.624626920473806 1.4907551339922507 0.9005300030670387 -1 -1 2
121 1 2.2399723773159232 0.2561557788552229 1.2661123825214167 2 1 0
239 1 3.0749546669205383 0.4260535617190755 0.7656707527397771 1 1 -1
313 2 3.043165876133758 1.2207845783324436 0.2175696341619721 -1 0 1
213 1 2.344575865224313 0.8017873596975814 0.11521495155447824 0 1 1
243 1 3.999503165760439 1.355224026123818 0.5989500065653199 -1 2 0
116 1 4.807104251653667 0.7592144370316257 1.1236044007114714 1 -1 -1
72 1 4.817617184217197 0.6502696856115977 0.17421353591472843 -1 1 -1
269 1 3.5835791357970255 0.8057316791282167 1.5826743648517427 -1 1 -2
39 1 5.870474149955062 0.7880730661499321 0.5601529536779996 -1 0 0
104 1 6.4886329497345265 1.280955480299708 1.3035564600219103 0 1 1
24 1 5.046082726711102 1.656977568328468 0.5830639029460704 -1 0 -1
40 1 6.20695943312467 0.2693552365600606 1.3460194954017735 1 0 1
143 1 0.5262588341078472 1.7700287461417943 0.7164829781246894 -1 -2 1
25 1 0.2826128682240318 2.8218094100676887 0.7985738867083242 0 -1 1
184 1 0.9272709286291312 2.2374702172113174 1.583922967230606 0 0 0
87 1 1.1949915888355755 3.3184118043917836 0.6201125967645279 0 1 0
38 1 1.0686101594845256 2.394029554556611 0.0637790825775829 1 1 0
80 1 1.8022310181743397 2.0990860705347214 0.7509274520199296 0 0 0
328 2 2.517730224287075 2.341205270432838 1.2670245153892192 0 2 1
186 1 2.5687482112302007 2.9157686399958758 0.6437542854584752 1 0 1
161 1 1.8313704972961338 3.0909272854172762 1.3676158443378046 0 0 1
206 1 3.1750280476480923 2.1042381286143854 0.27110217802858494 0 0 1
329 2 2.322849655389469 1.68342060929669 0.14592810419353908 0 0 1
254 1 3.4345344758468968 3.0616142758500438 1.1514208206098928 -1 1 0
274 1 4.354046610457238 2.6053781581748905 0.8434853576280971 1 1 0
204 1 3.536053720893102 3.09621427233493 0.1468297863214369 -1 1 -1
171 1 3.4442163190000605 2.0451026728505792 1.296008596533925 1 1 -1
173 1 6.102031662985367 2.967021479228087 0.166006584297883 -2 0 1
319 2 5.713404612376732 1.6831563771928402 1.148155939910457 -1 0 1
316 2 6.648130778001571 2.1517153951882566 1.339673277587973 0 1 4
93 1 6.251495304280023 1.757934453338408 0.30022604600553626 -1 0 0
157 1 5.090994991144175 2.1911309565913824 1.5515270139389539 -2 1 0
71 1 5.970110093643192 2.4860912059773446 1.0809748064419078 0 1 1
230 1 5.194117187840918 3.174506502052147 0.7467856090880622 1 0 -1
84 1 1.212201176719546 1.2311627100854885 1.6956173058173065 -1 0 0
312 2 1.5040927429325341 0.25734873460114144 3.32526688251187 0 0 1
255 1 1.0360967437251822 0.9399657900748545 2.7925754152959583 2 0 1
20 1 0.1544845015466738 0.5762312005993208 2.188493693673012 1 0 -2
227 1 0.37571562569759204 1.6364385615193582 2.1882436474755504 3 -1 1
346 2 3.228156345051313 0.35736615217588796 3.221717483395617 -2 3 1
